TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,DATE,nomflow,cleFlow,INDICATEUR,NATURE,AGE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,AGE_label_fr,AGE_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en
2015,22.3,A,DEF,A,001742667,A,Taux de pauvreté : Moins de 30 ans - Val-de-Marne,Poverty rate: Below 30 years old - Val-de-Marne,2018-06-19,POURCENT,0,D94,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D94.00-29.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,00-29,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,94 - Val-de-Marne,94 - Val-de-Marne,Moins de 30 ans,Below 30 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,19.4,A,DEF,A,001742668,A,Taux de pauvreté : Moins de 30 ans - Val-d'Oise,Poverty rate: Below 30 years old - Val-d'Oise,2018-06-19,POURCENT,0,D95,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D95.00-29.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,00-29,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,95 - Val-d'Oise,95 - Val-d'Oise,Moins de 30 ans,Below 30 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,20.6,A,DEF,A,001742668,A,Taux de pauvreté : Moins de 30 ans - Val-d'Oise,Poverty rate: Below 30 years old - Val-d'Oise,2018-06-19,POURCENT,0,D95,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D95.00-29.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,00-29,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,95 - Val-d'Oise,95 - Val-d'Oise,Moins de 30 ans,Below 30 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,20.2,A,DEF,A,001742668,A,Taux de pauvreté : Moins de 30 ans - Val-d'Oise,Poverty rate: Below 30 years old - Val-d'Oise,2018-06-19,POURCENT,0,D95,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D95.00-29.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,00-29,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,95 - Val-d'Oise,95 - Val-d'Oise,Moins de 30 ans,Below 30 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,21.0,A,DEF,A,001742668,A,Taux de pauvreté : Moins de 30 ans - Val-d'Oise,Poverty rate: Below 30 years old - Val-d'Oise,2018-06-19,POURCENT,0,D95,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D95.00-29.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,00-29,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,95 - Val-d'Oise,95 - Val-d'Oise,Moins de 30 ans,Below 30 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,15.0,A,DEF,A,001742674,A,Taux de pauvreté : 75 ans ou plus - Corrèze,Poverty rate: 75 years old or over - Corrèze,2018-06-19,POURCENT,0,D19,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,13.2,A,DEF,A,001742674,A,Taux de pauvreté : 75 ans ou plus - Corrèze,Poverty rate: 75 years old or over - Corrèze,2018-06-19,POURCENT,0,D19,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,12.4,A,DEF,A,001742674,A,Taux de pauvreté : 75 ans ou plus - Corrèze,Poverty rate: 75 years old or over - Corrèze,2018-06-19,POURCENT,0,D19,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,11.0,A,DEF,A,001742674,A,Taux de pauvreté : 75 ans ou plus - Corrèze,Poverty rate: 75 years old or over - Corrèze,2018-06-19,POURCENT,0,D19,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D19.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,19 - Corrèze,19 - Corrèze,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,18.4,A,DEF,A,001742675,A,Taux de pauvreté : 75 ans ou plus - Corse-du-Sud,Poverty rate: 75 years old or over - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,16.7,A,DEF,A,001742675,A,Taux de pauvreté : 75 ans ou plus - Corse-du-Sud,Poverty rate: 75 years old or over - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,16.2,A,DEF,A,001742675,A,Taux de pauvreté : 75 ans ou plus - Corse-du-Sud,Poverty rate: 75 years old or over - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,15.6,A,DEF,A,001742675,A,Taux de pauvreté : 75 ans ou plus - Corse-du-Sud,Poverty rate: 75 years old or over - Corse-du-Sud,2018-06-19,POURCENT,0,D2A,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2A.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2A - Corse-du-Sud,2A - Corse-du-Sud,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,23.8,A,DEF,A,001742676,A,Taux de pauvreté : 75 ans ou plus - Haute-Corse,Poverty rate: 75 years old or over - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,20.8,A,DEF,A,001742676,A,Taux de pauvreté : 75 ans ou plus - Haute-Corse,Poverty rate: 75 years old or over - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,20.3,A,DEF,A,001742676,A,Taux de pauvreté : 75 ans ou plus - Haute-Corse,Poverty rate: 75 years old or over - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,19.2,A,DEF,A,001742676,A,Taux de pauvreté : 75 ans ou plus - Haute-Corse,Poverty rate: 75 years old or over - Haute-Corse,2018-06-19,POURCENT,0,D2B,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D2B.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,2B - Haute-Corse,2B - Haute-Corse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,8.1,A,DEF,A,001742677,A,Taux de pauvreté : 75 ans ou plus - Côte-d'Or,Poverty rate: 75 years old or over - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,6.8,A,DEF,A,001742677,A,Taux de pauvreté : 75 ans ou plus - Côte-d'Or,Poverty rate: 75 years old or over - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,6.8,A,DEF,A,001742677,A,Taux de pauvreté : 75 ans ou plus - Côte-d'Or,Poverty rate: 75 years old or over - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,6.5,A,DEF,A,001742677,A,Taux de pauvreté : 75 ans ou plus - Côte-d'Or,Poverty rate: 75 years old or over - Côte-d'Or,2018-06-19,POURCENT,0,D21,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D21.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,21 - Côte-d'Or,21 - Côte-d'Or,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,11.4,A,DEF,A,001742678,A,Taux de pauvreté : 75 ans ou plus - Côtes-d'Armor,Poverty rate: 75 years old or over - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,9.7,A,DEF,A,001742678,A,Taux de pauvreté : 75 ans ou plus - Côtes-d'Armor,Poverty rate: 75 years old or over - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,9.1,A,DEF,A,001742678,A,Taux de pauvreté : 75 ans ou plus - Côtes-d'Armor,Poverty rate: 75 years old or over - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,9.0,A,DEF,A,001742678,A,Taux de pauvreté : 75 ans ou plus - Côtes-d'Armor,Poverty rate: 75 years old or over - Côtes-d'Armor,2018-06-19,POURCENT,0,D22,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D22.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,22 - Côtes-d'Armor,22 - Côtes-d'Armor,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,20.6,A,DEF,A,001742679,A,Taux de pauvreté : 75 ans ou plus - Creuse,Poverty rate: 75 years old or over - Creuse,2018-06-19,POURCENT,0,D23,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D23.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,23 - Creuse,23 - Creuse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,18.8,A,DEF,A,001742679,A,Taux de pauvreté : 75 ans ou plus - Creuse,Poverty rate: 75 years old or over - Creuse,2018-06-19,POURCENT,0,D23,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D23.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,23 - Creuse,23 - Creuse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,18.1,A,DEF,A,001742679,A,Taux de pauvreté : 75 ans ou plus - Creuse,Poverty rate: 75 years old or over - Creuse,2018-06-19,POURCENT,0,D23,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D23.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,23 - Creuse,23 - Creuse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,16.5,A,DEF,A,001742679,A,Taux de pauvreté : 75 ans ou plus - Creuse,Poverty rate: 75 years old or over - Creuse,2018-06-19,POURCENT,0,D23,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D23.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,23 - Creuse,23 - Creuse,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,15.0,A,DEF,A,001742680,A,Taux de pauvreté : 75 ans ou plus - Dordogne,Poverty rate: 75 years old or over - Dordogne,2018-06-19,POURCENT,0,D24,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D24.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,24 - Dordogne,24 - Dordogne,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,13.4,A,DEF,A,001742680,A,Taux de pauvreté : 75 ans ou plus - Dordogne,Poverty rate: 75 years old or over - Dordogne,2018-06-19,POURCENT,0,D24,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D24.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,24 - Dordogne,24 - Dordogne,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,12.7,A,DEF,A,001742680,A,Taux de pauvreté : 75 ans ou plus - Dordogne,Poverty rate: 75 years old or over - Dordogne,2018-06-19,POURCENT,0,D24,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D24.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,24 - Dordogne,24 - Dordogne,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,12.1,A,DEF,A,001742680,A,Taux de pauvreté : 75 ans ou plus - Dordogne,Poverty rate: 75 years old or over - Dordogne,2018-06-19,POURCENT,0,D24,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D24.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,24 - Dordogne,24 - Dordogne,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,9.2,A,DEF,A,001742681,A,Taux de pauvreté : 75 ans ou plus - Doubs,Poverty rate: 75 years old or over - Doubs,2018-06-19,POURCENT,0,D25,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D25.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,25 - Doubs,25 - Doubs,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,7.4,A,DEF,A,001742681,A,Taux de pauvreté : 75 ans ou plus - Doubs,Poverty rate: 75 years old or over - Doubs,2018-06-19,POURCENT,0,D25,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D25.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,25 - Doubs,25 - Doubs,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,7.0,A,DEF,A,001742681,A,Taux de pauvreté : 75 ans ou plus - Doubs,Poverty rate: 75 years old or over - Doubs,2018-06-19,POURCENT,0,D25,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D25.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,25 - Doubs,25 - Doubs,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,6.7,A,DEF,A,001742681,A,Taux de pauvreté : 75 ans ou plus - Doubs,Poverty rate: 75 years old or over - Doubs,2018-06-19,POURCENT,0,D25,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D25.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,25 - Doubs,25 - Doubs,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,9.9,A,DEF,A,001742682,A,Taux de pauvreté : 75 ans ou plus - Drôme,Poverty rate: 75 years old or over - Drôme,2018-06-19,POURCENT,0,D26,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D26.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,26 - Drôme,26 - Drôme,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,9.1,A,DEF,A,001742682,A,Taux de pauvreté : 75 ans ou plus - Drôme,Poverty rate: 75 years old or over - Drôme,2018-06-19,POURCENT,0,D26,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D26.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,26 - Drôme,26 - Drôme,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,8.7,A,DEF,A,001742682,A,Taux de pauvreté : 75 ans ou plus - Drôme,Poverty rate: 75 years old or over - Drôme,2018-06-19,POURCENT,0,D26,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D26.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,26 - Drôme,26 - Drôme,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,8.0,A,DEF,A,001742682,A,Taux de pauvreté : 75 ans ou plus - Drôme,Poverty rate: 75 years old or over - Drôme,2018-06-19,POURCENT,0,D26,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D26.75-.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,75-,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,26 - Drôme,26 - Drôme,75 ans et plus,75 years old and over,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
