periode,taux_pauvrete,description,zone,id_serie,annee
2015,5.8,Taux de pauvreté : 75 ans ou plus - Sarthe,D72,1742764,2015
2012,8.1,Taux de pauvreté : 75 ans ou plus - Savoie,D73,1742765,2012
2013,7.0,Taux de pauvreté : 75 ans ou plus - Savoie,D73,1742765,2013
2014,6.8,Taux de pauvreté : 75 ans ou plus - Savoie,D73,1742765,2014
2015,6.2,Taux de pauvreté : 75 ans ou plus - Savoie,D73,1742765,2015
2012,8.3,Taux de pauvreté : 75 ans ou plus - Haute-Savoie,D74,1742766,2012
2013,7.0,Taux de pauvreté : 75 ans ou plus - Haute-Savoie,D74,1742766,2013
2014,7.0,Taux de pauvreté : 75 ans ou plus - Haute-Savoie,D74,1742766,2014
2015,6.4,Taux de pauvreté : 75 ans ou plus - Haute-Savoie,D74,1742766,2015
2012,9.5,Taux de pauvreté : 75 ans ou plus - Paris,D75,1742767,2012
2013,8.7,Taux de pauvreté : 75 ans ou plus - Paris,D75,1742767,2013
2014,8.8,Taux de pauvreté : 75 ans ou plus - Paris,D75,1742767,2014
2015,9.1,Taux de pauvreté : 75 ans ou plus - Paris,D75,1742767,2015
2012,7.3,Taux de pauvreté : 75 ans ou plus - Seine-Maritime,D76,1742768,2012
2013,6.1,Taux de pauvreté : 75 ans ou plus - Seine-Maritime,D76,1742768,2013
2014,6.2,Taux de pauvreté : 75 ans ou plus - Seine-Maritime,D76,1742768,2014
2015,6.3,Taux de pauvreté : 75 ans ou plus - Seine-Maritime,D76,1742768,2015
2012,6.7,Taux de pauvreté : 75 ans ou plus - Seine-et-Marne,D77,1742769,2012
2013,6.0,Taux de pauvreté : 75 ans ou plus - Seine-et-Marne,D77,1742769,2013
2014,5.9,Taux de pauvreté : 75 ans ou plus - Seine-et-Marne,D77,1742769,2014
2015,5.9,Taux de pauvreté : 75 ans ou plus - Seine-et-Marne,D77,1742769,2015
2012,4.9,Taux de pauvreté : 75 ans ou plus - Yvelines,D78,1742770,2012
2013,5.0,Taux de pauvreté : 75 ans ou plus - Yvelines,D78,1742770,2013
2014,5.0,Taux de pauvreté : 75 ans ou plus - Yvelines,D78,1742770,2014
2015,5.0,Taux de pauvreté : 75 ans ou plus - Yvelines,D78,1742770,2015
2012,13.1,Taux de pauvreté : 75 ans ou plus - Deux-Sèvres,D79,1742771,2012
2013,11.0,Taux de pauvreté : 75 ans ou plus - Deux-Sèvres,D79,1742771,2013
2014,10.4,Taux de pauvreté : 75 ans ou plus - Deux-Sèvres,D79,1742771,2014
2015,9.9,Taux de pauvreté : 75 ans ou plus - Deux-Sèvres,D79,1742771,2015
2012,11.1,Taux de pauvreté : 75 ans ou plus - Somme,D80,1742772,2012
2013,9.2,Taux de pauvreté : 75 ans ou plus - Somme,D80,1742772,2013
2014,8.6,Taux de pauvreté : 75 ans ou plus - Somme,D80,1742772,2014
2015,8.5,Taux de pauvreté : 75 ans ou plus - Somme,D80,1742772,2015
2012,12.3,Taux de pauvreté : 75 ans ou plus - Tarn,D81,1742773,2012
2013,10.9,Taux de pauvreté : 75 ans ou plus - Tarn,D81,1742773,2013
2014,10.5,Taux de pauvreté : 75 ans ou plus - Tarn,D81,1742773,2014
2015,10.4,Taux de pauvreté : 75 ans ou plus - Tarn,D81,1742773,2015
2012,16.1,Taux de pauvreté : 75 ans ou plus - Tarn-et-Garonne,D82,1742774,2012
2013,14.6,Taux de pauvreté : 75 ans ou plus - Tarn-et-Garonne,D82,1742774,2013
2014,14.2,Taux de pauvreté : 75 ans ou plus - Tarn-et-Garonne,D82,1742774,2014
2015,13.5,Taux de pauvreté : 75 ans ou plus - Tarn-et-Garonne,D82,1742774,2015
2012,9.9,Taux de pauvreté : 75 ans ou plus - Var,D83,1742775,2012
2013,9.3,Taux de pauvreté : 75 ans ou plus - Var,D83,1742775,2013
2014,9.1,Taux de pauvreté : 75 ans ou plus - Var,D83,1742775,2014
2015,8.4,Taux de pauvreté : 75 ans ou plus - Var,D83,1742775,2015
2012,13.6,Taux de pauvreté : 75 ans ou plus - Vaucluse,D84,1742776,2012
2013,12.1,Taux de pauvreté : 75 ans ou plus - Vaucluse,D84,1742776,2013
2014,11.7,Taux de pauvreté : 75 ans ou plus - Vaucluse,D84,1742776,2014
2015,10.9,Taux de pauvreté : 75 ans ou plus - Vaucluse,D84,1742776,2015
2012,10.9,Taux de pauvreté : 75 ans ou plus - Vendée,D85,1742777,2012
2013,8.9,Taux de pauvreté : 75 ans ou plus - Vendée,D85,1742777,2013
2014,8.5,Taux de pauvreté : 75 ans ou plus - Vendée,D85,1742777,2014
2015,7.6,Taux de pauvreté : 75 ans ou plus - Vendée,D85,1742777,2015
2012,13.1,Taux de pauvreté : 75 ans ou plus - Vienne,D86,1742778,2012
2013,10.7,Taux de pauvreté : 75 ans ou plus - Vienne,D86,1742778,2013
2014,10.1,Taux de pauvreté : 75 ans ou plus - Vienne,D86,1742778,2014
2015,9.6,Taux de pauvreté : 75 ans ou plus - Vienne,D86,1742778,2015
2012,12.2,Taux de pauvreté : 75 ans ou plus - Haute-Vienne,D87,1742779,2012
2013,11.0,Taux de pauvreté : 75 ans ou plus - Haute-Vienne,D87,1742779,2013
2014,10.4,Taux de pauvreté : 75 ans ou plus - Haute-Vienne,D87,1742779,2014
2015,9.6,Taux de pauvreté : 75 ans ou plus - Haute-Vienne,D87,1742779,2015
2012,9.0,Taux de pauvreté : 75 ans ou plus - Vosges,D88,1742780,2012
2013,7.3,Taux de pauvreté : 75 ans ou plus - Vosges,D88,1742780,2013
2014,7.2,Taux de pauvreté : 75 ans ou plus - Vosges,D88,1742780,2014
2015,7.6,Taux de pauvreté : 75 ans ou plus - Vosges,D88,1742780,2015
2012,8.4,Taux de pauvreté : 75 ans ou plus - Yonne,D89,1742781,2012
2013,7.3,Taux de pauvreté : 75 ans ou plus - Yonne,D89,1742781,2013
2014,7.1,Taux de pauvreté : 75 ans ou plus - Yonne,D89,1742781,2014
2015,6.6,Taux de pauvreté : 75 ans ou plus - Yonne,D89,1742781,2015
2012,7.8,Taux de pauvreté : 75 ans ou plus - Territoire de Belfort,D90,1742782,2012
2013,6.9,Taux de pauvreté : 75 ans ou plus - Territoire de Belfort,D90,1742782,2013
2014,6.4,Taux de pauvreté : 75 ans ou plus - Territoire de Belfort,D90,1742782,2014
2015,6.8,Taux de pauvreté : 75 ans ou plus - Territoire de Belfort,D90,1742782,2015
2012,5.2,Taux de pauvreté : 75 ans ou plus - Essonne,D91,1742783,2012
2013,5.0,Taux de pauvreté : 75 ans ou plus - Essonne,D91,1742783,2013
2014,5.0,Taux de pauvreté : 75 ans ou plus - Essonne,D91,1742783,2014
2015,5.0,Taux de pauvreté : 75 ans ou plus - Essonne,D91,1742783,2015
2012,24.1,Taux de pauvreté : 30 à 39 ans - Aude,D11,1742784,2012
2013,26.0,Taux de pauvreté : 30 à 39 ans - Aude,D11,1742784,2013
2014,26.7,Taux de pauvreté : 30 à 39 ans - Aude,D11,1742784,2014
2015,26.8,Taux de pauvreté : 30 à 39 ans - Aude,D11,1742784,2015
2012,15.3,Taux de pauvreté : 30 à 39 ans - Aveyron,D12,1742785,2012
2013,16.4,Taux de pauvreté : 30 à 39 ans - Aveyron,D12,1742785,2013
2014,16.3,Taux de pauvreté : 30 à 39 ans - Aveyron,D12,1742785,2014
2015,16.7,Taux de pauvreté : 30 à 39 ans - Aveyron,D12,1742785,2015
2012,17.3,Taux de pauvreté : 50 à 59 ans - Bouches-du-Rhône,D13,1742186,2012
2013,18.1,Taux de pauvreté : 50 à 59 ans - Bouches-du-Rhône,D13,1742186,2013
2014,18.6,Taux de pauvreté : 50 à 59 ans - Bouches-du-Rhône,D13,1742186,2014
2015,19.1,Taux de pauvreté : 50 à 59 ans - Bouches-du-Rhône,D13,1742186,2015
2012,11.7,Taux de pauvreté : 50 à 59 ans - Calvados,D14,1742187,2012
2013,12.3,Taux de pauvreté : 50 à 59 ans - Calvados,D14,1742187,2013
2014,12.6,Taux de pauvreté : 50 à 59 ans - Calvados,D14,1742187,2014
2015,13.0,Taux de pauvreté : 50 à 59 ans - Calvados,D14,1742187,2015
2012,15.2,Taux de pauvreté : 50 à 59 ans - Cantal,D15,1742188,2012
2013,15.4,Taux de pauvreté : 50 à 59 ans - Cantal,D15,1742188,2013
2014,15.2,Taux de pauvreté : 50 à 59 ans - Cantal,D15,1742188,2014
2015,15.1,Taux de pauvreté : 50 à 59 ans - Cantal,D15,1742188,2015
2012,13.5,Taux de pauvreté : 50 à 59 ans - Charente,D16,1742189,2012
2013,13.8,Taux de pauvreté : 50 à 59 ans - Charente,D16,1742189,2013
2014,14.5,Taux de pauvreté : 50 à 59 ans - Charente,D16,1742189,2014
2015,14.7,Taux de pauvreté : 50 à 59 ans - Charente,D16,1742189,2015
2012,13.3,Taux de pauvreté : 50 à 59 ans - Charente-Maritime,D17,1742190,2012
2013,13.9,Taux de pauvreté : 50 à 59 ans - Charente-Maritime,D17,1742190,2013
2014,14.4,Taux de pauvreté : 50 à 59 ans - Charente-Maritime,D17,1742190,2014
2015,14.4,Taux de pauvreté : 50 à 59 ans - Charente-Maritime,D17,1742190,2015
2012,13.6,Taux de pauvreté : 50 à 59 ans - Cher,D18,1742191,2012
2013,14.0,Taux de pauvreté : 50 à 59 ans - Cher,D18,1742191,2013
2014,14.7,Taux de pauvreté : 50 à 59 ans - Cher,D18,1742191,2014
2015,14.9,Taux de pauvreté : 50 à 59 ans - Cher,D18,1742191,2015
2012,12.4,Taux de pauvreté : 50 à 59 ans - Corrèze,D19,1742192,2012
2013,13.2,Taux de pauvreté : 50 à 59 ans - Corrèze,D19,1742192,2013
2014,13.2,Taux de pauvreté : 50 à 59 ans - Corrèze,D19,1742192,2014
2015,13.0,Taux de pauvreté : 50 à 59 ans - Corrèze,D19,1742192,2015
2012,17.7,Taux de pauvreté : 50 à 59 ans - Corse-du-Sud,D2A,1742193,2012
2013,17.9,Taux de pauvreté : 50 à 59 ans - Corse-du-Sud,D2A,1742193,2013
2014,17.8,Taux de pauvreté : 50 à 59 ans - Corse-du-Sud,D2A,1742193,2014
2015,17.2,Taux de pauvreté : 50 à 59 ans - Corse-du-Sud,D2A,1742193,2015
2012,21.0,Taux de pauvreté : 50 à 59 ans - Haute-Corse,D2B,1742194,2012
2013,21.3,Taux de pauvreté : 50 à 59 ans - Haute-Corse,D2B,1742194,2013
2014,21.4,Taux de pauvreté : 50 à 59 ans - Haute-Corse,D2B,1742194,2014
2015,21.7,Taux de pauvreté : 50 à 59 ans - Haute-Corse,D2B,1742194,2015
2012,10.9,Taux de pauvreté : 50 à 59 ans - Côtes-d'Armor,D22,1742196,2012
2013,11.5,Taux de pauvreté : 50 à 59 ans - Côtes-d'Armor,D22,1742196,2013
2014,11.8,Taux de pauvreté : 50 à 59 ans - Côtes-d'Armor,D22,1742196,2014
2015,12.5,Taux de pauvreté : 50 à 59 ans - Côtes-d'Armor,D22,1742196,2015
2012,18.5,Taux de pauvreté : 50 à 59 ans - Creuse,D23,1742197,2012
2013,19.3,Taux de pauvreté : 50 à 59 ans - Creuse,D23,1742197,2013
2014,19.6,Taux de pauvreté : 50 à 59 ans - Creuse,D23,1742197,2014
2015,19.9,Taux de pauvreté : 50 à 59 ans - Creuse,D23,1742197,2015
2012,15.9,Taux de pauvreté : 50 à 59 ans - Dordogne,D24,1742198,2012
2013,16.7,Taux de pauvreté : 50 à 59 ans - Dordogne,D24,1742198,2013
2014,17.0,Taux de pauvreté : 50 à 59 ans - Dordogne,D24,1742198,2014
2015,17.4,Taux de pauvreté : 50 à 59 ans - Dordogne,D24,1742198,2015
2012,10.5,Taux de pauvreté : 50 à 59 ans - Doubs,D25,1742199,2012
2013,11.0,Taux de pauvreté : 50 à 59 ans - Doubs,D25,1742199,2013
2014,10.9,Taux de pauvreté : 50 à 59 ans - Doubs,D25,1742199,2014
2015,11.2,Taux de pauvreté : 50 à 59 ans - Doubs,D25,1742199,2015
2012,14.1,Taux de pauvreté : 50 à 59 ans - Drôme,D26,1742200,2012
2013,14.8,Taux de pauvreté : 50 à 59 ans - Drôme,D26,1742200,2013
2014,14.9,Taux de pauvreté : 50 à 59 ans - Drôme,D26,1742200,2014
2015,15.2,Taux de pauvreté : 50 à 59 ans - Drôme,D26,1742200,2015
2012,11.3,Taux de pauvreté : 50 à 59 ans - Eure,D27,1742201,2012
2013,11.6,Taux de pauvreté : 50 à 59 ans - Eure,D27,1742201,2013
2014,12.2,Taux de pauvreté : 50 à 59 ans - Eure,D27,1742201,2014
2015,12.8,Taux de pauvreté : 50 à 59 ans - Eure,D27,1742201,2015
2012,10.2,Taux de pauvreté : 50 à 59 ans - Eure-et-Loir,D28,1742202,2012
2013,10.7,Taux de pauvreté : 50 à 59 ans - Eure-et-Loir,D28,1742202,2013
2014,11.4,Taux de pauvreté : 50 à 59 ans - Eure-et-Loir,D28,1742202,2014
2015,11.9,Taux de pauvreté : 50 à 59 ans - Eure-et-Loir,D28,1742202,2015
2012,9.7,Taux de pauvreté : 50 à 59 ans - Finistère,D29,1742203,2012
2013,10.1,Taux de pauvreté : 50 à 59 ans - Finistère,D29,1742203,2013
2014,10.6,Taux de pauvreté : 50 à 59 ans - Finistère,D29,1742203,2014
2015,11.2,Taux de pauvreté : 50 à 59 ans - Finistère,D29,1742203,2015
2012,19.6,Taux de pauvreté : 50 à 59 ans - Gard,D30,1742204,2012
2013,20.1,Taux de pauvreté : 50 à 59 ans - Gard,D30,1742204,2013
2014,20.3,Taux de pauvreté : 50 à 59 ans - Gard,D30,1742204,2014
2015,20.5,Taux de pauvreté : 50 à 59 ans - Gard,D30,1742204,2015
2012,10.6,Taux de pauvreté : 50 à 59 ans - Haute-Garonne,D31,1742205,2012
2013,11.1,Taux de pauvreté : 50 à 59 ans - Haute-Garonne,D31,1742205,2013
2014,11.6,Taux de pauvreté : 50 à 59 ans - Haute-Garonne,D31,1742205,2014
2015,12.0,Taux de pauvreté : 50 à 59 ans - Haute-Garonne,D31,1742205,2015
2012,14.4,Taux de pauvreté : 50 à 59 ans - Gers,D32,1742206,2012
2013,15.0,Taux de pauvreté : 50 à 59 ans - Gers,D32,1742206,2013
2014,15.6,Taux de pauvreté : 50 à 59 ans - Gers,D32,1742206,2014
2015,15.4,Taux de pauvreté : 50 à 59 ans - Gers,D32,1742206,2015
2012,10.7,Taux de pauvreté : 50 à 59 ans - Gironde,D33,1742207,2012
2013,11.3,Taux de pauvreté : 50 à 59 ans - Gironde,D33,1742207,2013
2014,11.9,Taux de pauvreté : 50 à 59 ans - Gironde,D33,1742207,2014
2015,12.3,Taux de pauvreté : 50 à 59 ans - Gironde,D33,1742207,2015
2012,18.7,Taux de pauvreté : 50 à 59 ans - Hérault,D34,1742208,2012
2013,19.4,Taux de pauvreté : 50 à 59 ans - Hérault,D34,1742208,2013
2014,20.0,Taux de pauvreté : 50 à 59 ans - Hérault,D34,1742208,2014
2015,19.9,Taux de pauvreté : 50 à 59 ans - Hérault,D34,1742208,2015
2012,8.5,Taux de pauvreté : 50 à 59 ans - Ille-et-Vilaine,D35,1742209,2012
2013,8.7,Taux de pauvreté : 50 à 59 ans - Ille-et-Vilaine,D35,1742209,2013
2014,9.3,Taux de pauvreté : 50 à 59 ans - Ille-et-Vilaine,D35,1742209,2014
2015,10.0,Taux de pauvreté : 50 à 59 ans - Ille-et-Vilaine,D35,1742209,2015
2012,14.2,Taux de pauvreté : 50 à 59 ans - Indre,D36,1742210,2012
2013,14.6,Taux de pauvreté : 50 à 59 ans - Indre,D36,1742210,2013
2014,14.8,Taux de pauvreté : 50 à 59 ans - Indre,D36,1742210,2014
2015,15.3,Taux de pauvreté : 50 à 59 ans - Indre,D36,1742210,2015
2012,10.5,Taux de pauvreté : 50 à 59 ans - Indre-et-Loire,D37,1742211,2012
2013,10.8,Taux de pauvreté : 50 à 59 ans - Indre-et-Loire,D37,1742211,2013
2014,11.4,Taux de pauvreté : 50 à 59 ans - Indre-et-Loire,D37,1742211,2014
2015,12.1,Taux de pauvreté : 50 à 59 ans - Indre-et-Loire,D37,1742211,2015
2012,9.3,Taux de pauvreté : 50 à 59 ans - Isère,D38,1742212,2012
2013,9.7,Taux de pauvreté : 50 à 59 ans - Isère,D38,1742212,2013
2014,10.2,Taux de pauvreté : 50 à 59 ans - Isère,D38,1742212,2014
2015,10.6,Taux de pauvreté : 50 à 59 ans - Isère,D38,1742212,2015
2012,10.8,Taux de pauvreté : 50 à 59 ans - Jura,D39,1742213,2012
2013,11.5,Taux de pauvreté : 50 à 59 ans - Jura,D39,1742213,2013
2014,11.4,Taux de pauvreté : 50 à 59 ans - Jura,D39,1742213,2014
2015,11.4,Taux de pauvreté : 50 à 59 ans - Jura,D39,1742213,2015
2012,11.0,Taux de pauvreté : 50 à 59 ans - Landes,D40,1742214,2012
2013,11.6,Taux de pauvreté : 50 à 59 ans - Landes,D40,1742214,2013
2014,12.2,Taux de pauvreté : 50 à 59 ans - Landes,D40,1742214,2014
2015,12.3,Taux de pauvreté : 50 à 59 ans - Landes,D40,1742214,2015
2012,12.2,Taux de pauvreté : 50 à 59 ans - Loire,D42,1742216,2012
2013,13.1,Taux de pauvreté : 50 à 59 ans - Loire,D42,1742216,2013
2014,13.9,Taux de pauvreté : 50 à 59 ans - Loire,D42,1742216,2014
2015,14.6,Taux de pauvreté : 50 à 59 ans - Loire,D42,1742216,2015
2012,15.3,Taux de pauvreté : 50 à 59 ans - Lozère,D48,1742222,2012
2013,15.8,Taux de pauvreté : 50 à 59 ans - Lozère,D48,1742222,2013
2014,15.8,Taux de pauvreté : 50 à 59 ans - Lozère,D48,1742222,2014
2015,16.0,Taux de pauvreté : 50 à 59 ans - Lozère,D48,1742222,2015
2012,10.6,Taux de pauvreté : 50 à 59 ans - Maine-et-Loire,D49,1742223,2012
2013,11.2,Taux de pauvreté : 50 à 59 ans - Maine-et-Loire,D49,1742223,2013
2014,11.4,Taux de pauvreté : 50 à 59 ans - Maine-et-Loire,D49,1742223,2014
2015,11.7,Taux de pauvreté : 50 à 59 ans - Maine-et-Loire,D49,1742223,2015
2012,12.6,Taux de pauvreté : 50 à 59 ans - Manche,D50,1742224,2012
2013,12.7,Taux de pauvreté : 50 à 59 ans - Manche,D50,1742224,2013
2014,12.4,Taux de pauvreté : 50 à 59 ans - Manche,D50,1742224,2014
2015,12.9,Taux de pauvreté : 50 à 59 ans - Manche,D50,1742224,2015
2012,11.3,Taux de pauvreté : 50 à 59 ans - Marne,D51,1742225,2012
2013,12.1,Taux de pauvreté : 50 à 59 ans - Marne,D51,1742225,2013
2014,12.4,Taux de pauvreté : 50 à 59 ans - Marne,D51,1742225,2014
2015,13.0,Taux de pauvreté : 50 à 59 ans - Marne,D51,1742225,2015
2012,14.2,Taux de pauvreté : 50 à 59 ans - Haute-Marne,D52,1742226,2012
2013,14.4,Taux de pauvreté : 50 à 59 ans - Haute-Marne,D52,1742226,2013
2014,14.9,Taux de pauvreté : 50 à 59 ans - Haute-Marne,D52,1742226,2014
2015,15.7,Taux de pauvreté : 50 à 59 ans - Haute-Marne,D52,1742226,2015
2012,10.5,Taux de pauvreté : 50 à 59 ans - Mayenne,D53,1742227,2012
2013,11.2,Taux de pauvreté : 50 à 59 ans - Mayenne,D53,1742227,2013
2014,11.3,Taux de pauvreté : 50 à 59 ans - Mayenne,D53,1742227,2014
2015,12.1,Taux de pauvreté : 50 à 59 ans - Mayenne,D53,1742227,2015
2012,11.8,Taux de pauvreté : 50 à 59 ans - Meurthe-et-Moselle,D54,1742228,2012
2013,12.3,Taux de pauvreté : 50 à 59 ans - Meurthe-et-Moselle,D54,1742228,2013
2014,12.7,Taux de pauvreté : 50 à 59 ans - Meurthe-et-Moselle,D54,1742228,2014
2015,13.5,Taux de pauvreté : 50 à 59 ans - Meurthe-et-Moselle,D54,1742228,2015
2012,13.5,Taux de pauvreté : 50 à 59 ans - Meuse,D55,1742229,2012
2013,14.1,Taux de pauvreté : 50 à 59 ans - Meuse,D55,1742229,2013
2014,14.6,Taux de pauvreté : 50 à 59 ans - Meuse,D55,1742229,2014
2015,15.1,Taux de pauvreté : 50 à 59 ans - Meuse,D55,1742229,2015
2012,10.3,Taux de pauvreté : 50 à 59 ans - Morbihan,D56,1742230,2012
2013,10.8,Taux de pauvreté : 50 à 59 ans - Morbihan,D56,1742230,2013
2014,11.2,Taux de pauvreté : 50 à 59 ans - Morbihan,D56,1742230,2014
2015,11.8,Taux de pauvreté : 50 à 59 ans - Morbihan,D56,1742230,2015
2012,11.8,Taux de pauvreté : 50 à 59 ans - Moselle,D57,1742231,2012
2013,11.6,Taux de pauvreté : 50 à 59 ans - Moselle,D57,1742231,2013
2014,11.9,Taux de pauvreté : 50 à 59 ans - Moselle,D57,1742231,2014
2015,12.7,Taux de pauvreté : 50 à 59 ans - Moselle,D57,1742231,2015
2012,15.3,Taux de pauvreté : 50 à 59 ans - Nièvre,D58,1742232,2012
2013,16.1,Taux de pauvreté : 50 à 59 ans - Nièvre,D58,1742232,2013
2014,16.4,Taux de pauvreté : 50 à 59 ans - Nièvre,D58,1742232,2014
2015,17.0,Taux de pauvreté : 50 à 59 ans - Nièvre,D58,1742232,2015
2012,17.2,Taux de pauvreté : 50 à 59 ans - Nord,D59,1742233,2012
2013,17.8,Taux de pauvreté : 50 à 59 ans - Nord,D59,1742233,2013
2014,18.1,Taux de pauvreté : 50 à 59 ans - Nord,D59,1742233,2014
2015,18.8,Taux de pauvreté : 50 à 59 ans - Nord,D59,1742233,2015
2012,11.5,Taux de pauvreté : 50 à 59 ans - Oise,D60,1742234,2012
2013,11.8,Taux de pauvreté : 50 à 59 ans - Oise,D60,1742234,2013
2014,12.0,Taux de pauvreté : 50 à 59 ans - Oise,D60,1742234,2014
2015,12.5,Taux de pauvreté : 50 à 59 ans - Oise,D60,1742234,2015
2012,14.4,Taux de pauvreté : 50 à 59 ans - Orne,D61,1742235,2012
2013,15.4,Taux de pauvreté : 50 à 59 ans - Orne,D61,1742235,2013
2014,16.3,Taux de pauvreté : 50 à 59 ans - Orne,D61,1742235,2014
2015,16.5,Taux de pauvreté : 50 à 59 ans - Orne,D61,1742235,2015
2012,18.2,Taux de pauvreté : 50 à 59 ans - Pas-de-Calais,D62,1742236,2012
2013,18.7,Taux de pauvreté : 50 à 59 ans - Pas-de-Calais,D62,1742236,2013
2014,18.9,Taux de pauvreté : 50 à 59 ans - Pas-de-Calais,D62,1742236,2014
2015,19.5,Taux de pauvreté : 50 à 59 ans - Pas-de-Calais,D62,1742236,2015
2012,11.1,Taux de pauvreté : 50 à 59 ans - Puy-de-Dôme,D63,1742237,2012
2013,11.7,Taux de pauvreté : 50 à 59 ans - Puy-de-Dôme,D63,1742237,2013
2014,11.8,Taux de pauvreté : 50 à 59 ans - Puy-de-Dôme,D63,1742237,2014
2015,12.3,Taux de pauvreté : 50 à 59 ans - Puy-de-Dôme,D63,1742237,2015
2012,10.7,Taux de pauvreté : 50 à 59 ans - Pyrénées-Atlantiques,D64,1742238,2012
2013,11.5,Taux de pauvreté : 50 à 59 ans - Pyrénées-Atlantiques,D64,1742238,2013
2014,12.2,Taux de pauvreté : 50 à 59 ans - Pyrénées-Atlantiques,D64,1742238,2014
2015,12.7,Taux de pauvreté : 50 à 59 ans - Pyrénées-Atlantiques,D64,1742238,2015
2012,12.4,Taux de pauvreté : 50 à 59 ans - Hautes-Pyrénées,D65,1742239,2012
2013,13.2,Taux de pauvreté : 50 à 59 ans - Hautes-Pyrénées,D65,1742239,2013
2014,14.4,Taux de pauvreté : 50 à 59 ans - Hautes-Pyrénées,D65,1742239,2014
2015,14.5,Taux de pauvreté : 50 à 59 ans - Hautes-Pyrénées,D65,1742239,2015
2012,20.3,Taux de pauvreté : 50 à 59 ans - Pyrénées-Orientales,D66,1742240,2012
2013,21.1,Taux de pauvreté : 50 à 59 ans - Pyrénées-Orientales,D66,1742240,2013
2014,22.1,Taux de pauvreté : 50 à 59 ans - Pyrénées-Orientales,D66,1742240,2014
2015,22.0,Taux de pauvreté : 50 à 59 ans - Pyrénées-Orientales,D66,1742240,2015
2012,25.4,Taux de pauvreté : Moins de 30 ans - Tarn,D81,1742654,2012
2013,26.1,Taux de pauvreté : Moins de 30 ans - Tarn,D81,1742654,2013
2014,25.6,Taux de pauvreté : Moins de 30 ans - Tarn,D81,1742654,2014
2015,26.3,Taux de pauvreté : Moins de 30 ans - Tarn,D81,1742654,2015
2012,20.0,Taux de pauvreté : 30 à 39 ans - Bouches-du-Rhône,D13,1742786,2012
2013,21.1,Taux de pauvreté : 30 à 39 ans - Bouches-du-Rhône,D13,1742786,2013
2014,21.7,Taux de pauvreté : 30 à 39 ans - Bouches-du-Rhône,D13,1742786,2014
2015,21.6,Taux de pauvreté : 30 à 39 ans - Bouches-du-Rhône,D13,1742786,2015
2012,9.5,Taux de pauvreté : 50 à 59 ans - Ain,D01,1742174,2012
2013,10.2,Taux de pauvreté : 50 à 59 ans - Ain,D01,1742174,2013
2014,10.5,Taux de pauvreté : 50 à 59 ans - Ain,D01,1742174,2014
2015,10.5,Taux de pauvreté : 50 à 59 ans - Ain,D01,1742174,2015
2012,17.1,Taux de pauvreté : 50 à 59 ans - Aisne,D02,1742175,2012
2013,17.3,Taux de pauvreté : 50 à 59 ans - Aisne,D02,1742175,2013
2014,17.7,Taux de pauvreté : 50 à 59 ans - Aisne,D02,1742175,2014
2015,18.4,Taux de pauvreté : 50 à 59 ans - Aisne,D02,1742175,2015
2012,14.0,Taux de pauvreté : 50 à 59 ans - Allier,D03,1742176,2012
2013,14.9,Taux de pauvreté : 50 à 59 ans - Allier,D03,1742176,2013
2014,15.4,Taux de pauvreté : 50 à 59 ans - Allier,D03,1742176,2014
2015,15.9,Taux de pauvreté : 50 à 59 ans - Allier,D03,1742176,2015
2012,15.5,Taux de pauvreté : 50 à 59 ans - Alpes-de-Haute-Provence,D04,1742177,2012
2013,16.2,Taux de pauvreté : 50 à 59 ans - Alpes-de-Haute-Provence,D04,1742177,2013
2014,16.2,Taux de pauvreté : 50 à 59 ans - Alpes-de-Haute-Provence,D04,1742177,2014
2015,16.8,Taux de pauvreté : 50 à 59 ans - Alpes-de-Haute-Provence,D04,1742177,2015
